ID,#knockouts (pFBA),R_biomass_SC5_notrace (pFBA),R_EX_fum_e_ (pFBA),R_EX_glc_e_ (pFBA),BPCY (pFBA),CYIELD (pFBA),FVA~min~R_EX_fum_e_ (pFBA),FVA~max~R_EX_fum_e_ (pFBA),SOLUTION
sol_65#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],5.0,0.07708567822189148,0.5017878412789208,-1.15,0.03363535310302996,0.2908915021906788,0.5017042777114501,0.5018958710022046,YKL029C YBR196C YLR142W YPL262W YIL125W 
sol_66#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],6.0,0.07698746986489484,0.5024415089074754,-1.15,0.033636261326857875,0.2912704399463626,0.5022858103680391,0.5024774206332048,YKL029C YBR196C YLR438W YLR303W YPL262W YIL125W 
sol_67#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],7.0,0.07691298098729556,0.5028826049763272,-1.15,0.03363321759598775,0.29152614781236363,0.5027268863770709,0.5029185144617985,YKL029C YBR196C YLR438W YPL061W YNL277W YPL262W YIL125W 
sol_68#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],5.0,0.07705854590310378,0.502020622433497,-1.15,0.03363911232877945,0.2910264477875345,0.5018649340044213,0.502056540167556,YKL029C YBR196C YLR438W YPL262W YIL125W 
sol_69#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],4.0,0.07708567814903042,0.5017878348940283,-1.15,0.03363535264325208,0.2908914984892918,0.5017042655368698,0.5018958731706269,YKL029C YBR196C YPL262W YIL125W 
sol_70#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],6.0,0.07698746986489484,0.5024415089074754,-1.15,0.033636261326857875,0.2912704399463626,0.5022858103680391,0.50247742074962,YKL029C YBR196C YLR438W YOR142W YLR303W YPL262W 
sol_71#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],5.0,0.0770145521323403,0.5022090241416709,-1.15,0.033632524409643885,0.2911356661690846,0.502125435466855,0.5023170514182173,YKL029C YBR196C YOR142W YLR303W YPL262W 
sol_72#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],3.0,0.07705854590310378,0.502020622433497,-1.15,0.03363911232877945,0.2910264477875345,0.5018649340044213,0.502056540167556,YBR196C YLR438W YPL262W 
sol_73#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],3.0,0.07701099921415522,0.502302176650153,-1.15,0.03363721089675947,0.29118966762327714,0.50214648256435,0.5023380891850899,YBR196C YPL061W YPL262W 
sol_74#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],2.0,0.0770856781871966,0.5017878382385663,-1.15,0.03363535288409321,0.2908915004281544,0.5017042756947555,0.5018958738364547,YBR196C YPL262W 
sol_75#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.07864819499458459,0.4537116532200601,-1.15,0.031029219629362285,0.2630212482435131,0.45354569663302097,0.4537490100568901,YKL218C YKL029C YLR438W YNL277W YGR043C YDR148C YER081W YLR377C YLR354C YCL064C YIL074C YPL262W 
sol_76#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.07864819492695588,0.45371165357157234,-1.15,0.03102921962672044,0.26302124844728836,0.4535456840898876,0.45374901310995874,YKL218C YKL029C YLR438W YNL277W YGR043C YER081W YLR377C YLR354C YCL064C YIL074C YPL262W YIL125W 
sol_77#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],14.0,0.06850973894000977,0.7247591284311455,-1.15,0.043176572768005905,0.4201502193803743,0.7246679328721114,0.7248320540568526,YKL029C YLR134W YGR087C YHR208W YLR044C YML120C YDL022W YDR035W YNL241C YPL262W YKL192C YDL171C YLR174W YEL046C 
sol_78#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06850973878220527,0.7247591189961047,-1.15,0.043176572106473354,0.42015021391078533,0.724667917831616,0.7248320569601646,YLR134W YKL029C YGR087C YHR208W YLR044C YDL171C YDL022W YDR035W YLR174W YNL241C YEL046C YPL262W 
sol_79#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],15.0,0.06707412090164121,0.7505375554084396,-1.15,0.043775344984946014,0.4350942350193853,0.750446116692957,0.7506048581052867,YKL029C YHR208W YPL061W YML120C YLR303W YDL022W YDR035W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YOR323C YLR174W 
sol_80#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],14.0,0.06722770733743733,0.7535759626978755,-1.15,0.04405320371893945,0.4368556305494931,0.7534844725801061,0.7536432332968505,YKL029C YHR208W YPL061W YML120C YLR303W YDL022W YDR035W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YLR174W 
sol_81#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.0673875150566729,0.7509254553246775,-1.15,0.04400260906707014,0.43531910453604494,0.7508340091028998,0.7509927496388383,YKL029C YHR208W YPL061W YML120C YKL192C YER081W YDL171C YDL022W YDR035W YIL074C YLR174W YNL241C YPL262W 
sol_82#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06850973913603096,0.7247591401512374,-1.15,0.04317657358975251,0.42015022617463044,0.7246679583916759,0.7248320496125804,YKL029C YHR208W YPL061W YML120C YKL192C YDL171C YDL022W YDR035W YLR174W YNL241C YPL262W 
sol_83#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],14.0,0.06853650260293569,0.7246382486152603,-1.15,0.04318623583687526,0.4200801441247886,0.7245018533236155,0.724665946391855,YKL029C YLR134W YGR087C YHR208W YLR044C YML120C YDL022W YNL241C YPL262W YKL192C YDR300C YDL171C YLR174W YEL046C 
sol_84#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06853650227146905,0.7246382506724602,-1.15,0.04318623575061429,0.42008014531736826,0.7245018089476876,0.7246659535783713,YLR134W YKL029C YGR087C YHR208W YLR044C YDR300C YDL171C YDL022W YLR174W YNL241C YPL262W 
sol_85#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],16.0,0.06741340869081332,0.7508173429327688,-1.15,0.0440131794706759,0.4352564306856631,0.7506806660455353,0.7508394210670439,YKL029C YLR134W YGR087C YHR208W YML120C YLR044C YDL022W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YOR323C YLR174W YEL046C 
sol_86#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06741340867876049,0.7508173430041378,-1.15,0.04401317946699047,0.43525643072703646,0.7506806674514955,0.7508394210375694,YLR134W YKL029C YGR087C YHR208W YLR044C YER081W YDL171C YDL022W YIL074C YLR174W YNL241C YEL046C YPL262W 
sol_87#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],14.0,0.0684724476166737,0.725035796492764,-1.15,0.04316954399614268,0.4203106066624719,0.7248993798882688,0.7250634928695129,YKL029C YLR134W YGR087C YHR208W YLR044C YML120C YLR303W YDL022W YNL241C YPL262W YKL192C YDL171C YLR174W YEL046C 
sol_88#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06849068810912975,0.7249225895516086,-1.15,0.04317430172542775,0.4202449794502079,0.7247861787449078,0.724950287768948,YLR134W YKL029C YGR087C YML120C YLR044C YKL192C YLR303W YDL171C YDL022W YLR174W YNL241C YEL046C YPL262W 
sol_89#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06725347822959607,0.7534692329713472,-1.15,0.044063849266355606,0.43679375824425926,0.7533325240111821,0.753491286500884,YKL029C YHR208W YPL061W YML120C YKL192C YLR303W YER081W YDL171C YDL022W YIL074C YLR174W YNL241C YPL262W 
sol_90#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06741340871856977,0.7508173427684113,-1.15,0.04401317947916296,0.4352564305903834,0.7506806654313855,0.7508394191558562,YKL029C YHR208W YPL061W YML120C YKL192C YER081W YDL171C YDL022W YIL074C YOR323C YLR174W YNL241C YPL262W 
sol_91#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06853650216231978,0.7246382513498795,-1.15,0.043186235722209254,0.42008014571007507,0.7245017935664193,0.7246659564415483,YLR134W YKL029C YGR087C YHR208W YLR044C YDL171C YDL022W YOR323C YLR174W YNL241C YPL262W 
sol_92#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06853650232801979,0.7246382503214879,-1.15,0.04318623576533117,0.42008014511390607,0.7245018162830473,0.7246659516840832,YLR134W YKL029C YGR087C YHR208W YLR044C YDL171C YDL022W YLR174W YNL241C YPL262W 
sol_93#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],9.0,0.06855477712875412,0.7245248304510324,-1.15,0.04319098980505991,0.42001439446436667,0.7243884097536216,0.7245525306406777,YLR134W YKL029C YGR087C YLR044C YDL171C YDL022W YLR174W YNL241C YPL262W 
sol_94#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],7.0,0.06855477712355017,0.724524830483331,-1.15,0.04319098980370672,0.42001439448309047,0.7243884319892435,0.7245525308604553,YKL029C YPL061W YDL171C YDL022W YLR174W YNL241C YPL262W 
sol_95#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],15.0,0.06738751508789728,0.7509254572348347,-1.15,0.04400260919939008,0.4353191056433825,0.7508339897758316,0.7509927459330112,YKL029C YLR134W YGR087C YHR208W YML120C YLR044C YDL022W YDR035W YNL241C YPL262W YKL192C YER081W YIL074C YLR174W YEL046C 
sol_96#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06738751508789728,0.7509254572348352,-1.15,0.04400260919939011,0.4353191056433827,0.7508339897758316,0.7509927459330112,YKL029C YHR208W YPL061W YML120C YKL192C YER081W YDL022W YDR035W YIL074C YLR174W YNL241C YPL262W 
sol_97#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06722770747621327,0.7536211789654398,-1.15,0.04405584710205875,0.43688184287851584,0.753484491164141,0.7536432272469374,YKL029C YPL061W YLR303W YER081W YDL022W YDR035W YIL074C YLR174W YNL241C YPL262W 
sol_98#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06835024601543449,0.7217300122204832,-1.15,0.042896020775645714,0.41839420998288884,0.721638838085402,0.7218029569122443,YLR134W YKL029C YGR087C YHR208W YLR044C YDL022W YDR035W YOR323C YLR174W YNL241C YPL262W 
sol_99#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06850973907878567,0.7247591367285852,-1.15,0.043176573349775066,0.4201502241904842,0.7246679351611932,0.7248320503354252,YLR134W YKL029C YGR087C YHR208W YLR044C YDL022W YDR035W YLR174W YNL241C YPL262W 
sol_100#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.0674134086387727,0.750817343240923,-1.15,0.04401317945476348,0.4352564308643032,0.7506806671310068,0.7508394220789069,YLR134W YKL029C YGR087C YHR208W YLR044C YER081W YDL022W YIL074C YLR174W YNL241C YEL046C YPL262W 
sol_101#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.0674310891649815,0.7507126495372896,-1.15,0.044018584007155206,0.43519573886219687,0.7505759691031938,0.7507347283254391,YLR134W YKL029C YGR087C YLR044C YER081W YDL022W YIL074C YLR174W YNL241C YEL046C YPL262W 
sol_102#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06741340863877436,0.7508173432409124,-1.15,0.04401317945476395,0.4352564308642971,0.7506806671310084,0.7508394219624892,YKL029C YHR208W YPL061W YML120C YKL192C YER081W YDL022W YIL074C YOR323C YLR174W YNL241C YPL262W 
sol_103#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06853650252487427,0.7246382490997391,-1.15,0.04318623581656064,0.42008014440564584,0.7245018479971621,0.7246659456108584,YLR134W YKL029C YGR087C YHR208W YLR044C YDL022W YOR323C YLR174W YNL241C YPL262W 
sol_104#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],9.0,0.06853650250605987,0.7246382492165074,-1.15,0.04318623581166435,0.4200801444733377,0.7245018471448428,0.7246659473216538,YLR134W YKL029C YGR087C YHR208W YLR044C YDL022W YLR174W YNL241C YPL262W 
sol_105#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.05416349487154963,0.6343487694268537,-1.15,0.0298769967996741,0.36773841705904564,0.6337710613097779,0.6343820062335422,YLR134W YKL029C YGR087C YLR058C YLR044C YJL121C YER062C YIL053W YLR174W YNL241C YPL262W YDL066W 
sol_106#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],8.0,0.06733599516118091,0.7529827079166505,-1.15,0.044089426066720415,0.4365117147342901,0.7528460091070516,0.7530047649707815,YKL106W YDL080C YLR303W YER081W YIL074C YDR380W YNL241C YPL262W 
sol_107#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],17.0,0.06738751507402077,0.7509254563859613,-1.15,0.04400260914058687,0.43531910515128197,0.7508339885844602,0.7509927438534855,YLR134W YKL029C YGR087C YHR208W YML120C YLR044C YER062C YIL053W YDR035W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YLR174W YEL046C 
sol_108#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],16.0,0.06738751507402077,0.7509254563859613,-1.15,0.04400260914058687,0.43531910515128197,0.7508339885844602,0.7509927453974802,YKL029C YLR134W YGR087C YML120C YLR044C YER062C YIL053W YDR035W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YLR174W YEL046C 
sol_109#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06850973908746177,0.7247591372472393,-1.15,0.0431765733861411,0.42015022449115325,0.7246679440922669,0.724832048804586,YLR134W YKL029C YGR087C YHR208W YLR044C YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YEL046C YPL262W 
sol_110#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06850973910390808,0.7248043523466602,-1.15,0.04317926702664936,0.42017643614299144,0.7246679444505248,0.7248320483629294,YLR134W YKL029C YGR087C YLR044C YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YEL046C YPL262W 
sol_111#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],14.0,0.06850973910390808,0.7247591382306713,-1.15,0.04317657345509265,0.42015022506125876,0.7246679444505248,0.7248320483629294,YKL029C YLR134W YGR087C YLR044C YML120C YDR035W YFL053W YNL241C YPL262W YKL192C YDL171C YML070W YLR174W YEL046C 
sol_112#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.0674724891070843,0.7415572989971297,-1.15,0.04350844937292408,0.42988828927369843,0.7414659263055886,0.7416246874399877,YKL029C YHR208W YPL061W YJL121C YER081W YER062C YDL171C YIL053W YDR035W YIL074C YOR323C YLR174W YPL262W 
sol_113#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],15.0,0.06723319838845798,0.747885910436029,-1.15,0.043724140685459184,0.4335570495281328,0.747794480276901,0.7479532403357527,YKL029C YHR208W YPL061W YML120C YER062C YIL053W YDR035W YNL241C YPL262W YKL192C YDL171C YER081W YIL074C YOR323C YLR174W 
sol_114#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06738751492309997,0.7509254471535662,-1.15,0.04400260850104041,0.4353190997991689,0.7508339861238363,0.7509927461452917,YKL029C YPL061W YML120C YKL192C YER081W YER062C YDL171C YIL053W YDR035W YIL074C YLR174W YNL241C YPL262W 
sol_115#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06850973908225527,0.7247591369360105,-1.15,0.043176573364318786,0.42015022431073074,0.7246679401936202,0.7248320489134055,YLR134W YKL029C YGR087C YHR208W YLR044C YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YPL262W 
sol_116#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06850973910133738,0.7248043523626178,-1.15,0.04317926702597979,0.4201764361522422,0.724667938231474,0.7248320481263443,YLR134W YKL029C YGR087C YLR044C YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YPL262W 
sol_117#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06835024738411662,0.7217300941840996,-1.15,0.04289602650612609,0.4183942574980288,0.7216389773884865,0.7218029228941699,YKL029C YHR208W YPL061W YER062C YDL171C YIL053W YDR035W YOR323C YLR174W YNL241C YPL262W 
sol_118#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06850973914817148,0.7247591408771262,-1.15,0.043176573640647635,0.42015022659543555,0.7246679464749732,0.7248320490398416,YKL029C YHR208W YPL061W YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YPL262W 
sol_119#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06849113281409032,0.7248746189341537,-1.15,0.04317172504259325,0.4202171703966109,0.7247834159278257,0.7249475229904949,YKL029C YLR438W YPL061W YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YPL262W 
sol_120#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],9.0,0.06850973911174442,0.7248043522980301,-1.15,0.043179267028691244,0.4201764361148001,0.7246679263019284,0.724832049112803,YKL029C YPL061W YER062C YDL171C YIL053W YDR035W YLR174W YNL241C YPL262W 
sol_121#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.06850973912735862,0.7247591396327837,-1.15,0.04317657355340078,0.4201502258740775,0.724667933890115,0.7248320493143544,YLR134W YKL029C YGR087C YHR208W YLR044C YDL171C YML070W YFL053W YDR035W YLR174W YNL241C YPL262W 
sol_122#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06850973910390898,0.7248043523466546,-1.15,0.043179267026649586,0.4201764361429882,0.7246679216353575,0.7248320492449095,YLR134W YKL029C YGR087C YLR044C YDL171C YML070W YFL053W YDR035W YLR174W YNL241C YPL262W 
sol_123#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],13.0,0.06725347831459663,0.7534692324701778,-1.15,0.04406384929273815,0.4367937579537263,0.7533325170265794,0.7534912808593776,YKL029C YHR208W YPL061W YLR303W YDR300C YER081W YER062C YDL171C YIL053W YIL074C YLR174W YNL241C YPL262W 
sol_124#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#fumarate#SPEA2GK_K20#PFBA#BPCY],12.0,0.0674134087185684,0.7508173427684193,-1.15,0.04401317947916253,0.43525643059038804,0.7506806884934605,0.750839421307656,YKL029C YHR208W YPL061W YDR300C YER081W YER062C YDL171C YIL053W YIL074C YLR174W YNL241C YPL262W 
