ID,#knockouts (pFBA),R_biomass_SC5_notrace (pFBA),R_EX_mal_L_e_ (pFBA),R_EX_glc_e_ (pFBA),BPCY (pFBA),CYIELD (pFBA),FVA~min~R_EX_mal_L_e_ (pFBA),FVA~max~R_EX_mal_L_e_ (pFBA),SOLUTION
sol_51#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.060731819435350984,0.7728063607360435,-1.15,0.04081211857279314,0.44800368738321367,0.0,0.7730960964690894,YKL029C YKL085W YER178W YDR035W YOL126C YFL030W YNL241C 
sol_52#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.06073181947875032,0.7728063797968763,-1.15,0.04081211960856561,0.4480036984329718,0.0,0.7730960953049362,YKL029C YKL085W YGR193C YDR035W YOL126C YFL030W YNL241C 
sol_53#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.059013977735950116,0.022165059897847957,-1.149990037993032,0.001137443202212788,0.01284942139529633,0.0,0.02268283860757947,YKL029C YKL085W YDR035W YFL018C YOL126C YFL030W YNL241C 
sol_54#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.06073181945616899,0.7728063698790436,-1.15,0.04081211906962733,0.4480036926835036,0.0,0.7730960969347507,YKL029C YKL085W YDR035W YOL126C YNL071W YFL030W YNL241C 
sol_55#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.06073181949928752,0.7728063888166579,-1.15,0.04081212009870389,0.4480037036618307,0.0,0.7730960958870128,YKL029C YKL085W YDR035W YOL126C YFL030W YNL241C YBR221C 
sol_56#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.06178981576239891,0.7662400709769417,-1.15,0.04117028940472408,0.44419714259532855,0.0,0.7665298620704561,YKL029C YKL085W YNL277W YOL126C YFL030W YNL241C 
sol_57#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.058974633418474164,0.800515031186461,-1.15,0.041052243921913,0.4640666847457745,0.0,0.8008058056002483,YKL029C YKL085W YER081W YIL074C YOL126C YFL030W YNL241C 
sol_58#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08625061892490465,0.04563520247316632,-1.15,0.0034226647461512473,0.026455189839516707,0.0,0.04569398215971887,YKL029C YLR027C YKL085W YFR055W YLR303W YDR035W YOL126C 
sol_59#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08947400998191908,0.04321320802197374,-1.15,0.003362138266007673,0.02505113508520217,0.0,0.04374777420889586,YKL029C YKL085W YFR055W YLR303W YER081W YIL074C YOL126C 
sol_60#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.08380820525436235,0.04434292140008639,-1.15,0.0032315657898056497,0.02570604139135443,0.0,0.04439866868779063,YKL029C YLR027C YKL085W YHR208W YFR055W YNL277W YOL126C YDR403W 
sol_61#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08291709890614767,0.12954055445008872,-1.15,0.00934011040495236,0.07509597359425434,0.0,0.12959870509803295,YKL029C YLR027C YKL085W YER081W YDR035W YIL074C YOL126C 
sol_62#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],9.0,0.07230396291400534,0.11295975822092036,-1.1499892986137663,0.007102186236885618,0.06548452717898369,0.0,0.11298794706817716,YKL029C YLR027C YKL085W YAL038W YER081W YDR035W YIL074C YOL126C YOR347C 
sol_63#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.0822153614387366,0.03516351008734495,-1.15,0.0025138962532919354,0.020384643528895626,0.0,0.035206324653699994,YKL029C YLR027C YKL085W YHR208W YDR035W YOL126C 
sol_64#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],14.0,0.042087467797542875,0.8356885759525436,-1.15,0.03058436176450187,0.4844571454797355,0.0,0.8358641074737534,YKL029C YLR134W YGR087C YNL277W YLR044C YDL022W YNL241C YLR027C YKL085W YER081W YMR250W YIL074C YOL126C YLR174W 
sol_65#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],9.0,0.07872114267280832,0.13096757785332824,-1.15,0.008965145549307812,0.0759232335381613,0.0,0.13100929837673903,YKL029C YLR027C YKL085W YHR208W YNL277W YDR300C YER081W YIL074C YOL126C 
sol_66#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07910435942757614,0.12358394969011254,-1.15,0.008500894935448826,0.07164286938557249,0.0,0.12362576101440936,YKL029C YLR027C YKL085W YHR208W YDR300C YER081W YIL074C YOL126C 
sol_67#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08858914896067413,0.03788957901047936,-1.15,0.0029187874426231204,0.021964973339408327,0.0,0.0379486441379413,YKL029C YDR402C YLR027C YKL085W YNL277W YKR080W YOL126C 
sol_68#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07995224160014616,0.13301574482774042,-1.15,0.009247745188774692,0.07711057671173359,0.0,0.13305745809338987,YKL029C YLR027C YKL085W YHR208W YNL277W YER081W YIL074C YOL126C 
sol_69#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.08466858004329254,0.13227687591584564,-1.15,0.009738865440310829,0.0766822469077366,0.0,0.13233500556088984,YKL029C YLR027C YKL085W YER081W YIL074C YOL126C 
sol_70#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],11.0,0.05610290202673746,0.7351523266904447,-1.15,0.03586450344264532,0.4261752618495332,0.0,0.7354424388613552,YKL218C YKL029C YLR027C YKL085W YHR208W YJL121C YER086W YER081W YCL064C YIL074C YOL126C 
sol_71#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],9.0,0.03558588762929236,0.8868738431481047,-1.15,0.027443646020545318,0.5141297641438288,0.0,0.8870469029061496,YKL029C YLR027C YDR050C YKL085W YHR208W YJL121C YER081W YIL074C YOL126C 
sol_72#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.0803475682343494,0.1255262023768448,-1.15,0.008770195748410687,0.07276881297208396,0.0,0.12556798616424203,YKL029C YLR027C YKL085W YHR208W YER081W YIL074C YOL126C 
sol_73#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],5.0,0.0842647596936457,0.035802279522592996,-1.15,0.002623365635179158,0.02075494465077855,0.0,0.03609598008915782,YKL029C YLR027C YKL085W YHR208W YOL126C 
sol_74#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],9.0,0.04341544672841953,0.368489033816557,-1.15,0.0139114052327561,0.2136168311980041,0.0,0.36868589103687555,YKL029C YKL060C YKL106W YKL085W YFR055W YNL277W YGR043C YLR354C YOL126C 
sol_75#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],9.0,0.06101607668499337,0.7741356718621554,-1.15,0.04107367088602621,0.44877430252878575,0.0,0.7744254034478217,YKL029C YKL106W YKL085W YHR208W YFR055W YNL277W YDR300C YOL126C YNL241C 
sol_76#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06099625010940016,0.7742577327706618,-1.15,0.041066798536709914,0.448845062475746,0.0,0.7745474415132776,YKL029C YKL106W YKL085W YHR208W YFR055W YNL277W YGR209C YDR453C YOL126C YNL241C YDL066W 
sol_77#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.06099625010246257,0.7742577297369977,-1.15,0.041066798371132855,0.4488450607171001,0.0,0.7745474413968623,YKL029C YKL106W YKL085W YHR208W YFR055W YNL277W YDR453C YOL126C YNL241C YDL066W 
sol_78#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],11.0,0.06099625010246257,0.7742577297369977,-1.15,0.041066798371132855,0.4488450607171001,0.0,0.7745474413968623,YLR043C YKL029C YKL106W YKL085W YHR208W YFR055W YNL277W YDR453C YOL126C YNL241C YDL066W 
sol_79#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.059744208982132355,0.800502900862271,-1.15,0.04158731530427714,0.46405965267378035,0.0,0.8007923435652629,YKL029C YKL085W YFR055W YNL277W YER081W YIL074C YOL126C YNL241C 
sol_80#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],5.0,0.09269752706255682,0.0442645437483001,-1.15,0.0035680119495824164,0.02566060507147832,0.0,0.04431273427326232,YKL029C YKL085W YFR055W YNL277W YOL126C 
sol_81#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08947400996804246,0.04321321631383784,-1.15,0.003362138910622176,0.02505113989207991,0.0,0.04374753951560706,YKL029C YKL085W YFR055W YNL277W YER081W YIL074C YOL126C 
sol_82#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.0749569620411851,0.449290995839661,-1.15,0.02928477227878237,0.260458548312847,0.0,0.4496690270025283,YKL029C YKL085W YNL104C YGR043C YLR377C YLR354C YER178W YDR035W YLR142W YOL126C 
sol_83#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.07495696202786725,0.4492909897276866,-1.15,0.029284771875200958,0.2604585447696734,0.0,0.4496690279338509,YKL029C YKL085W YNL104C YGR043C YLR377C YLR354C YGR193C YDR035W YLR142W YOL126C 
sol_84#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.07403647406591254,0.03166539995798805,-1.15,0.002038603967631592,0.018356753598833653,0.0,0.03234546084422618,YKL029C YKL085W YNL104C YGR043C YLR377C YLR354C YDR035W YLR142W YFL018C YOL126C 
sol_85#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.0749569620654693,0.44929100698392205,-1.15,0.02928477301465248,0.26045855477328816,0.0,0.44966902676969767,YKL029C YKL085W YNL104C YGR043C YLR377C YLR354C YDR035W YLR142W YOL126C YNL071W 
sol_86#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],10.0,0.07495696203000014,0.4492909907062837,-1.15,0.029284771939819182,0.2604585453369761,0.0,0.449669026536867,YKL029C YKL085W YNL104C YGR043C YLR377C YLR354C YDR035W YLR142W YOL126C YBR221C 
sol_87#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.04376078236430416,0.36462921290274436,-1.15,0.013875182286525675,0.21137925385666342,0.0,0.3648260913323611,YKL029C YKL060C YKL085W YGR043C YLR354C YOL126C 
sol_88#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.042995856511462927,0.3683032115072487,-1.15,0.013770010464936215,0.2135091081201442,0.0,0.3685000577243045,YKL029C YKL060C YKL085W YGR043C YLR354C YER178W YLR142W YOL126C 
sol_89#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.04299585651360803,0.3683032124158201,-1.15,0.013770010499592608,0.21350910864685224,0.0,0.3685000577243045,YKL029C YKL060C YKL085W YGR043C YLR354C YGR193C YLR142W YOL126C 
sol_90#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.04216278469908038,0.01803302301579531,-1.149990605263189,6.611553724080469E-4,0.010454011788306879,0.0,0.0183898649411276,YKL029C YKL060C YKL085W YGR043C YLR354C YLR142W YFL018C YOL126C 
sol_91#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.042995856650239396,0.3683032703094414,-1.15,0.0137700127078601,0.21350914220837183,0.0,0.36850005271844566,YKL029C YKL060C YKL085W YGR043C YLR354C YLR142W YOL126C YNL071W 
sol_92#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.0429958569828468,0.3683034112429202,-1.15,0.013770018083561052,0.21350922390893926,0.0,0.36850004573352635,YKL029C YKL060C YKL085W YGR043C YLR354C YLR142W YOL126C YBR221C 
sol_93#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.0743801998484731,0.4736637628367115,-1.15,0.03063583073110815,0.2745876886009922,0.0,0.4740393968531862,YKL029C YKL085W YGR043C YER081W YLR377C YLR354C YIL074C YOL126C 
sol_94#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.07637971946232679,0.4414550372535982,-1.15,0.02932018426144422,0.25591596362527436,0.0,0.4418325799051672,YKL029C YKL085W YGR043C YLR377C YLR354C YOL126C 
sol_95#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07514474721845585,0.4482564809304586,-1.15,0.029290539085699036,0.2598588295249036,0.0,0.44863472878932953,YKL029C YKL085W YGR043C YLR377C YLR354C YER178W YLR142W YOL126C 
sol_96#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07514474685937647,0.4482563165587025,-1.15,0.029290528205148027,0.259858734236929,0.0,0.4486347414785996,YKL029C YKL085W YGR043C YLR377C YLR354C YGR193C YLR142W YOL126C 
sol_97#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07422433898756335,0.03174574978497853,-1.15,0.0020489628638735765,0.018403333208683207,0.0,0.03242455224972218,YKL029C YKL085W YGR043C YLR377C YLR354C YLR142W YFL018C YOL126C 
sol_98#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07514474721845585,0.4482564809304586,-1.15,0.029290539085699036,0.2598588295249036,0.0,0.44863473053555936,YKL029C YKL085W YGR043C YLR377C YLR354C YLR142W YOL126C YNL071W 
sol_99#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.07514474696196209,0.4482563635179089,-1.15,0.02929053131360223,0.25985876145965736,0.0,0.44863473647274077,YKL029C YKL085W YGR043C YLR377C YLR354C YLR142W YOL126C YBR221C 
sol_100#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.013492647035080461,1.0662081291709447,-1.15,0.012509539089423507,0.6180916690846057,0.0,1.0662636678898707,YKL029C YKL085W YGR192C YJR009C YOL126C YJL052W YNL241C 
sol_101#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],4.0,0.061909867175171426,0.7654958520148547,-1.15,0.041210214366421166,0.4437657113129593,0.0,0.7657847641967237,YKL029C YKL085W YOL126C YNL241C 
sol_102#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],6.0,0.06022110532825974,0.7931348136014764,-1.15,0.04153343926035146,0.45978829773998636,0.0,0.793424986070022,YKL029C YKL085W YER081W YIL074C YOL126C YNL241C 
sol_103#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],8.0,0.013394055394471669,1.0706364254511331,-1.15,0.012469707469418797,0.6206587973629758,0.0,1.0706920232623816,YKL029C YKL085W YAL038W YER081W YIL074C YOL126C YNL241C YOR347C 
sol_104#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],4.0,0.07247877121107645,0.5288181341745565,-1.15,0.03332877266009218,0.30656123720264145,0.0,0.5291685465490445,YKL029C YBR196C YKL085W YOL126C 
sol_105#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],3.0,0.09325639813120272,0.03507482792675122,-1.15,0.0028443061891482956,0.020333233580725345,0.0,0.035123118315823376,YKL029C YKL085W YOL126C 
sol_106#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],5.0,0.09028718394490964,0.03444597164096246,-1.15,0.0027043737197467122,0.019968679212152153,0.0,0.03498061292339116,YKL029C YKL085W YER081W YIL074C YOL126C 
sol_107#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],7.0,0.08214948659851935,0.030881276123472818,-1.15,0.0022059834600438315,0.017902189057085693,0.0,0.030907719978131354,YKL029C YKL085W YAL038W YER081W YIL074C YOL126C YOR347C 
sol_108#[iMM904_peroxisome#glucose_aerobic#NONE#criticals_glucose_aerobic#BASE#malate#SPEA2GK_K20#PFBA#BPCY],4.0,0.0621888174635994,0.7592496577930185,-1.15,0.04105812032851334,0.44014472915537306,0.0,0.759539510589093,YKL029C YKL085W YJL121C YOL126C 